health_zone,province,horizon,was_active_before,p_case_invasion,p_case_lo,p_case_hi,p_median,rank_med,rank_lo,rank_hi,mu_forecast,rr_nat,rr_nat_rank,rr01_nat,rr_ituri,rr_ituri_rank,rr_nordkivu,rr_nordkivu_rank,rr_hautuele,rr_hautuele_rank,V,priority,priority_rank,surveillance_gap,healthcare_gap,access_gap,social_vulnerability,healthcare_travel_min,method
Kamina,Haut-Lomami,2,FALSE,0.0028,0.0022,0.0036,0.0028,167,166,167,0.0028,0.1455,167,0.0035,NA,NA,NA,NA,NA,NA,0.5164,0.0066,130,0.8301,0.8301,0,0.4054,0,Bayes-M10-med
Diulu,Kasaï-Oriental,2,FALSE,0.0028,0.0022,0.0036,0.0028,166,166,167,0.0028,0.1455,166,0.0035,NA,NA,NA,NA,NA,NA,0.2611,0.0033,205,0.0676,0.6448,0,0.332,0,Bayes-M10-med
Obokote,Maniema,2,FALSE,0.0028,0.0022,0.0035,0.0028,168,168,169,0.0028,0.1436,168,0.0034,NA,NA,NA,NA,NA,NA,0.3209,0.004,179,0.7239,0.0328,0,0.527,0,Bayes-M10-med
Kitenge,Haut-Lomami,2,FALSE,0.0027,0.0021,0.0035,0.0027,170,169,171,0.0027,0.1401,170,0.0033,NA,NA,NA,NA,NA,NA,0.5729,0.007,126,0.8668,0.8069,0,0.6178,0,Bayes-M10-med
Lukelenge,Kasaï-Oriental,2,FALSE,0.0027,0.0021,0.0035,0.0027,169,169,170,0.0027,0.1402,169,0.0033,NA,NA,NA,NA,NA,NA,0.2249,0.0028,231,0.0811,0.5,0,0.3185,0,Bayes-M10-med
Kabambare,Maniema,2,FALSE,0.0027,0.0021,0.0034,0.0027,171,171,172,0.0027,0.1371,171,0.0033,NA,NA,NA,NA,NA,NA,0.3953,0.0048,154,0.8359,0.112,0,0.6332,0,Bayes-M10-med
Likati,Bas-Uele,2,FALSE,0.0026,0.0019,0.0034,0.0026,173,168,182,0.0026,0.1335,173,0.0032,NA,NA,NA,NA,NA,NA,0.7124,0.0084,113,0.9942,0.971,0,0.8842,0,Bayes-M10-med
Malemba Nkulu,Haut-Lomami,2,FALSE,0.0026,0.002,0.0033,0.0026,175,173,175,0.0026,0.1324,175,0.0031,NA,NA,NA,NA,NA,NA,0.3895,0.0045,163,0.36870000000000003,0.7664,0,0.4228,0,Bayes-M10-med
Kaniama,Haut-Lomami,2,FALSE,0.0026,0.002,0.0033,0.0025,176,175,176,0.0026,0.1316,176,0.0031,NA,NA,NA,NA,NA,NA,0.582,0.0067,129,0.8533,0.6622,0,0.8127,0,Bayes-M10-med
Citenge,Kasaï-Oriental,2,FALSE,0.0026,0.002,0.0032,0.0025,177,176,177,0.0026,0.131,177,0.0031,NA,NA,NA,NA,NA,NA,0.2321,0.0027,239,0.1583,0.4749,0,0.2954,0,Bayes-M10-med
Ngandajika,Lomami,2,FALSE,0.0026,0.002,0.0033,0.0026,174,173,175,0.0026,0.1324,174,0.0031,NA,NA,NA,NA,NA,NA,0.3465,0.004,180,0.2124,0.4459,0,0.7278,0,Bayes-M10-med
Basali,Tshopo,2,FALSE,0.0026,0.002,0.0033,0.0026,172,172,173,0.0026,0.1339,172,0.0032,NA,NA,NA,NA,NA,NA,0.3779,0.0044,167,0.834,0.0251,0,0.6525,0,Bayes-M10-med
Demba,Kasaï-Central,2,FALSE,0.0025,0.0019,0.0031,0.0024,180,179,181,0.0025,0.1264,180,0.003,NA,NA,NA,NA,NA,NA,0.4117,0.0046,160,0.4653,0.7143,0,0.4672,0,Bayes-M10-med
Cilundu,Kasaï-Oriental,2,FALSE,0.0025,0.0019,0.0031,0.0024,181,180,182,0.0025,0.1259,181,0.003,NA,NA,NA,NA,NA,NA,0.221,0.0024,250,0.2317,0.3089,0,0.3436,0,Bayes-M10-med
Idiofa,Kwilu,2,FALSE,0.0025,0.0019,0.0031,0.0025,179,178,180,0.0025,0.1269,179,0.003,NA,NA,NA,NA,NA,NA,0.486,0.0054,143,0.4537,0.749,0,0.7413,0,Bayes-M10-med
Tshofa,Lomami,2,FALSE,0.0025,0.0019,0.0032,0.0025,178,177,178,0.0025,0.1287,178,0.0031,NA,NA,NA,NA,NA,NA,0.4416,0.005,148,0.6757,0.3514,0,0.7394,0,Bayes-M10-med
Mikalayi,Kasaï-Central,2,FALSE,0.0024,0.0019,0.0031,0.0024,184,181,185,0.0024,0.1236,184,0.0029,NA,NA,NA,NA,NA,NA,0.3948,0.0043,172,0.4517,0.5811,0,0.5463,0,Bayes-M10-med
Bibanga,Kasaï-Oriental,2,FALSE,0.0024,0.0018,0.003,0.0024,186,185,187,0.0024,0.1221,187,0.0029,NA,NA,NA,NA,NA,NA,0.2978,0.0032,212,0.3127,0.4884,0,0.39,0,Bayes-M10-med
Kibombo,Maniema,2,FALSE,0.0024,0.0018,0.003,0.0024,186,184,188,0.0024,0.1221,186,0.0029,NA,NA,NA,NA,NA,NA,0.4614,0.0049,149,0.7452,0.1776,0,0.9228,0,Bayes-M10-med
Yamongili,Mongala,2,FALSE,0.0024,0.0019,0.0031,0.0024,182,179,185,0.0024,0.1249,182,0.003,NA,NA,NA,NA,NA,NA,0.3243,0.0036,194,0.5116,0.3668,0,0.4189,0,Bayes-M10-med
Gemena,Sud-Ubangi,2,FALSE,0.0024,0.0018,0.003,0.0024,185,185,187,0.0024,0.1223,185,0.0029,NA,NA,NA,NA,NA,NA,0.3277,0.0035,197,0.1776,0.2741,0,0.8591,0,Bayes-M10-med
Boende,Tshuapa,2,FALSE,0.0024,0.0019,0.0031,0.0024,183,182,184,0.0024,0.1239,183,0.0029,NA,NA,NA,NA,NA,NA,0.4199,0.0046,161,0.6988,0.4807,0,0.5,0,Bayes-M10-med
Bili (Bas-Uele),Bas-Uele,2,FALSE,0.0023,0.0017,0.003,0.0023,192,183,199,0.0023,0.1175,192,0.0028,NA,NA,NA,NA,NA,NA,0.6926,0.0071,125,0.9981,0.7992,0,0.973,0,Bayes-M10-med
Kamwesha,Kasaï,2,FALSE,0.0023,0.0018,0.003,0.0023,189,189,189,0.0023,0.1197,189,0.0028,NA,NA,NA,NA,NA,NA,0.2732,0.0029,224,0.3456,0.2876,0,0.4595,0,Bayes-M10-med
Tshikapa,Kasaï,2,FALSE,0.0023,0.0018,0.0029,0.0023,191,191,192,0.0023,0.1183,191,0.0028,NA,NA,NA,NA,NA,NA,0.3156,0.0033,209,0.2722,0.6506,0,0.3398,0,Bayes-M10-med
Ludimbi Lukula,Lomami,2,FALSE,0.0023,0.0018,0.003,0.0023,188,188,190,0.0023,0.1197,188,0.0028,NA,NA,NA,NA,NA,NA,0.4513,0.0047,155,0.6931,0.3475,0,0.7645,0,Bayes-M10-med
Kanda Kanda,Lomami,2,FALSE,0.0023,0.0018,0.0029,0.0022,193,193,194,0.0023,0.1162,194,0.0028,NA,NA,NA,NA,NA,NA,0.3012,0.0031,217,0.3185,0.1737,0,0.7124,0,Bayes-M10-med
Ferekeni,Maniema,2,FALSE,0.0023,0.0018,0.0029,0.0023,193,192,194,0.0023,0.1164,193,0.0028,NA,NA,NA,NA,NA,NA,0.3504,0.0036,193,0.7722,0.0425,0,0.5869,0,Bayes-M10-med
Mondombe,Tshuapa,2,FALSE,0.0023,0.0017,0.0029,0.0022,195,193,196,0.0023,0.1153,195,0.0027,NA,NA,NA,NA,NA,NA,0.4797,0.0049,152,0.6622,0.3726,0,0.8842,0,Bayes-M10-med
Kansimba,Tanganyika,2,FALSE,0.0023,0.0018,0.0029,0.0023,190,189,191,0.0023,0.1193,190,0.0028,NA,NA,NA,NA,NA,NA,0.5497,0.0058,138,0.9479,0.7741,0,0.4768,0,Bayes-M10-med
Lubilanji,Kasaï-Oriental,2,FALSE,0.0022,0.0017,0.0028,0.0022,197,194,197,0.0022,0.1141,197,0.0027,NA,NA,NA,NA,NA,NA,0.1694,0.0017,295,0.0347,0.3398,0,0.3031,0,Bayes-M10-med
Lowa,Tshopo,2,FALSE,0.0022,0.0017,0.0028,0.0022,196,195,197,0.0022,0.1143,196,0.0027,NA,NA,NA,NA,NA,NA,0.4073,0.0041,178,0.8938,0.0598,0,0.6757,0,Bayes-M10-med
Luebo,Kasaï,2,FALSE,0.0021,0.0016,0.0027,0.0021,201,201,202,0.0021,0.1074,201,0.0026,NA,NA,NA,NA,NA,NA,0.4353,0.0041,176,0.5232,0.5116,0,0.7066,0,Bayes-M10-med
Dibindi,Kasaï-Oriental,2,FALSE,0.0021,0.0016,0.0027,0.0021,199,198,200,0.0021,0.1085,199,0.0026,NA,NA,NA,NA,NA,NA,0.1617,0.0015,315,0.0386,0.2954,0,0.3127,0,Bayes-M10-med
Muya,Kasaï-Oriental,2,FALSE,0.0021,0.0016,0.0027,0.0021,202,201,202,0.0021,0.1074,202,0.0025,NA,NA,NA,NA,NA,NA,0.2495,0.0024,253,0.0753,0.5888,0,0.334,0,Bayes-M10-med
Kamana,Lomami,2,FALSE,0.0021,0.0016,0.0027,0.0021,200,199,200,0.0021,0.1082,200,0.0026,NA,NA,NA,NA,NA,NA,0.2944,0.0028,228,0.5309,0.0174,0,0.6293,0,Bayes-M10-med
Kalenda,Lomami,2,FALSE,0.0021,0.0016,0.0026,0.002,204,204,204,0.0021,0.1059,204,0.0025,NA,NA,NA,NA,NA,NA,0.2886,0.0027,238,0.388,0.1873,0,0.5792,0,Bayes-M10-med
Katako Kombe,Sankuru,2,FALSE,0.0021,0.0016,0.0026,0.0021,203,203,203,0.0021,0.1065,203,0.0025,NA,NA,NA,NA,NA,NA,0.4703,0.0044,168,0.7857,0.1313,0,0.9643,0,Bayes-M10-med
Itombwe,Sud-Kivu,2,FALSE,0.0021,0.0017,0.0027,0.0021,198,197,198,0.0021,0.1094,198,0.0026,NA,NA,NA,NA,NA,NA,0.5121,0.0049,150,0.8571,0.6737,0,0.5174,0,Bayes-M10-med
Mweka,Kasaï,2,FALSE,0.002,0.0015,0.0025,0.002,211,210,211,0.002,0.101,211,0.0024,NA,NA,NA,NA,NA,NA,0.5053,0.0045,164,0.4788,0.7239,0,0.8185,0,Bayes-M10-med
Luiza,Kasaï-Central,2,FALSE,0.002,0.0015,0.0025,0.0019,213,212,213,0.002,0.1005,213,0.0024,NA,NA,NA,NA,NA,NA,0.4218,0.0037,188,0.4807,0.6293,0,0.5772,0,Bayes-M10-med
Bipemba,Kasaï-Oriental,2,FALSE,0.002,0.0016,0.0026,0.002,205,205,206,0.002,0.104,205,0.0025,NA,NA,NA,NA,NA,NA,0.1544,0.0014,328,0.0618,0.2201,0,0.3359,0,Bayes-M10-med
Kansele,Kasaï-Oriental,2,FALSE,0.002,0.0016,0.0025,0.002,207,205,207,0.002,0.1031,207,0.0024,NA,NA,NA,NA,NA,NA,0.2437,0.0022,261,0.0541,0.5965,0,0.3243,0,Bayes-M10-med
Miabi,Kasaï-Oriental,2,FALSE,0.002,0.0016,0.0026,0.002,206,206,207,0.002,0.1036,206,0.0025,NA,NA,NA,NA,NA,NA,0.2838,0.0026,243,0.2297,0.6525,0,0.2529,0,Bayes-M10-med
Mpokolo,Kasaï-Oriental,2,FALSE,0.002,0.0015,0.0025,0.002,210,209,210,0.002,0.1012,210,0.0024,NA,NA,NA,NA,NA,NA,0.2901,0.0026,244,0.1255,0.6873,0,0.3475,0,Bayes-M10-med
Tshishimbi,Kasaï-Oriental,2,FALSE,0.002,0.0015,0.0025,0.002,208,208,209,0.002,0.1017,208,0.0024,NA,NA,NA,NA,NA,NA,0.1742,0.0016,312,0.1795,0.2471,0,0.2703,0,Bayes-M10-med
Kalambayi Kabanga,Lomami,2,FALSE,0.002,0.0015,0.0025,0.0019,214,214,214,0.002,0.1,214,0.0024,NA,NA,NA,NA,NA,NA,0.3132,0.0028,233,0.4556,0.1602,0,0.6371,0,Bayes-M10-med
Alunguli,Maniema,2,FALSE,0.002,0.0015,0.0025,0.002,209,208,213,0.002,0.1013,209,0.0024,NA,NA,NA,NA,NA,NA,0.3132,0.0028,229,0.1737,0.195,0,0.8842,0,Bayes-M10-med
Vanga Kete,Sankuru,2,FALSE,0.002,0.0015,0.0025,0.002,212,211,212,0.002,0.1009,212,0.0024,NA,NA,NA,NA,NA,NA,0.4503,0.004,182,0.4672,0.4112,0,0.9228,0,Bayes-M10-med
Bena Leka,Kasaï-Central,2,FALSE,0.0019,0.0015,0.0024,0.0019,215,215,215,0.0019,0.0987,215,0.0023,NA,NA,NA,NA,NA,NA,0.4986,0.0043,171,0.6062,0.7162,0,0.6718,0,Bayes-M10-med
Masuika,Kasaï-Central,2,FALSE,0.0019,0.0015,0.0024,0.0019,216,216,216,0.0019,0.0977,216,0.0023,NA,NA,NA,NA,NA,NA,0.3885,0.0033,206,0.3263,0.5618,0,0.666,0,Bayes-M10-med
Tshumbe,Sankuru,2,FALSE,0.0019,0.0015,0.0024,0.0019,218,218,219,0.0019,0.0961,218,0.0023,NA,NA,NA,NA,NA,NA,0.3907,0.0033,208,0.5444,0.1718,0,0.8465,0,Bayes-M10-med
Yalifafu,Tshuapa,2,FALSE,0.0019,0.0014,0.0024,0.0018,219,218,219,0.0019,0.0954,219,0.0023,NA,NA,NA,NA,NA,NA,0.4797,0.004,181,0.7664,0.2683,0,0.8842,0,Bayes-M10-med
Kiambi,Tanganyika,2,FALSE,0.0019,0.0015,0.0024,0.0019,217,217,217,0.0019,0.0974,217,0.0023,NA,NA,NA,NA,NA,NA,0.5709,0.0049,151,0.9807,0.6834,0,0.6197,0,Bayes-M10-med
Bukama,Haut-Lomami,2,FALSE,0.0018,0.0014,0.0023,0.0018,221,221,222,0.0018,0.093,221,0.0022,NA,NA,NA,NA,NA,NA,0.4764,0.0039,185,0.7143,0.7625,0,0.4286,0,Bayes-M10-med
Mulongo,Haut-Lomami,2,FALSE,0.0018,0.0014,0.0023,0.0018,223,222,223,0.0018,0.0929,223,0.0022,NA,NA,NA,NA,NA,NA,0.4773,0.0039,184,0.7471,0.7703,0,0.3919,0,Bayes-M10-med
Lusanga,Kwilu,2,FALSE,0.0018,0.0014,0.0023,0.0018,224,224,224,0.0018,0.092,224,0.0022,NA,NA,NA,NA,NA,NA,0.4242,0.0034,202,0.4382,0.7297,0,0.529,0,Bayes-M10-med
Fungurume,Lualaba,2,FALSE,0.0018,0.0014,0.0022,0.0018,225,225,225,0.0018,0.0907,225,0.0022,NA,NA,NA,NA,NA,NA,0.1564,0.0012,342,0.2664,0.1622,0,0.1969,0,Bayes-M10-med
Omendjadi,Sankuru,2,FALSE,0.0018,0.0014,0.0023,0.0018,222,221,223,0.0018,0.0929,222,0.0022,NA,NA,NA,NA,NA,NA,0.4262,0.0035,200,0.5502,0.2317,0,0.9228,0,Bayes-M10-med
Dikungu,Sankuru,2,FALSE,0.0018,0.0014,0.0022,0.0017,226,226,226,0.0018,0.0903,226,0.0021,NA,NA,NA,NA,NA,NA,0.3779,0.003,219,0.4865,0.1409,0,0.8842,0,Bayes-M10-med
Minga,Sankuru,2,FALSE,0.0018,0.0014,0.0022,0.0017,227,227,227,0.0018,0.0899,227,0.0021,NA,NA,NA,NA,NA,NA,0.5347,0.0042,174,0.7838,0.471,0,0.8842,0,Bayes-M10-med
Bokungu,Tshuapa,2,FALSE,0.0018,0.0014,0.0023,0.0018,220,220,220,0.0018,0.0943,220,0.0022,NA,NA,NA,NA,NA,NA,0.49370000000000003,0.0041,177,0.695,0.3571,0,0.9228,0,Bayes-M10-med
Dibaya,Kasaï-Central,2,FALSE,0.0017,0.0013,0.0021,0.0016,231,231,232,0.0017,0.0852,231,0.002,NA,NA,NA,NA,NA,NA,0.3325,0.0025,249,0.3147,0.4479,0,0.5676,0,Bayes-M10-med
Tshikaji,Kasaï-Central,2,FALSE,0.0017,0.0013,0.0021,0.0017,230,230,230,0.0017,0.086,230,0.002,NA,NA,NA,NA,NA,NA,0.3195,0.0024,252,0.1873,0.5849,0,0.5058,0,Bayes-M10-med
Mukumbi,Kasaï-Oriental,2,FALSE,0.0017,0.0013,0.0021,0.0016,232,231,232,0.0017,0.0851,232,0.002,NA,NA,NA,NA,NA,NA,0.2249,0.0017,298,0.2413,0.1892,0,0.4691,0,Bayes-M10-med
Bosondjo,Mongala,2,FALSE,0.0017,0.0013,0.0021,0.0016,233,233,234,0.0017,0.0846,233,0.002,NA,NA,NA,NA,NA,NA,0.3489,0.0026,241,0.5618,0.1931,0,0.6409,0,Bayes-M10-med
Karawa,Nord-Ubangi,2,FALSE,0.0017,0.0013,0.0022,0.0017,228,228,229,0.0017,0.0887,228,0.0021,NA,NA,NA,NA,NA,NA,0.6404,0.005,147,0.7568,0.973,0,0.832,0,Bayes-M10-med
Ototo,Sankuru,2,FALSE,0.0017,0.0013,0.0021,0.0016,234,233,234,0.0017,0.0844,234,0.002,NA,NA,NA,NA,NA,NA,0.4561,0.0034,204,0.5386,0.3629,0,0.9228,0,Bayes-M10-med
Ankoro,Tanganyika,2,FALSE,0.0017,0.0013,0.0022,0.0017,229,228,229,0.0017,0.0873,229,0.0021,NA,NA,NA,NA,NA,NA,0.6047,0.0046,156,0.9266,0.8282,0,0.6641,0,Bayes-M10-med
Kalonda Ouest,Kasaï,2,FALSE,0.0016,0.0012,0.002,0.0016,239,237,239,0.0016,0.0822,239,0.002,NA,NA,NA,NA,NA,NA,0.2239,0.0016,300,0.2915,0.251,0,0.3533,0,Bayes-M10-med
Ndekesha,Kasaï-Central,2,FALSE,0.0016,0.0012,0.002,0.0015,242,240,242,0.0016,0.0796,242,0.0019,NA,NA,NA,NA,NA,NA,0.4059,0.0028,227,0.4768,0.4498,0,0.6969,0,Bayes-M10-med
Vanga,Kwilu,2,FALSE,0.0016,0.0012,0.002,0.0016,237,237,239,0.0016,0.0824,237,0.002,NA,NA,NA,NA,NA,NA,0.5034,0.0036,191,0.3726,0.8205,0,0.8205,0,Bayes-M10-med
Bulungu,Kwilu,2,FALSE,0.0016,0.0013,0.0021,0.0016,235,235,235,0.0016,0.0839,235,0.002,NA,NA,NA,NA,NA,NA,0.4508,0.0033,207,0.3571,0.6795,0,0.7664,0,Bayes-M10-med
Mukedi,Kwilu,2,FALSE,0.0016,0.0013,0.0021,0.0016,236,236,236,0.0016,0.0833,236,0.002,NA,NA,NA,NA,NA,NA,0.4836,0.0035,195,0.5367,0.7066,0,0.6911,0,Bayes-M10-med
Kalonda Est,Lomami,2,FALSE,0.0016,0.0012,0.002,0.0015,241,241,242,0.0016,0.0798,241,0.0019,NA,NA,NA,NA,NA,NA,0.3292,0.0023,257,0.5425,0.1506,0,0.6236,0,Bayes-M10-med
Dilala,Lualaba,2,FALSE,0.0016,0.0012,0.002,0.0016,238,238,239,0.0016,0.0822,238,0.002,NA,NA,NA,NA,NA,NA,0.1347,0.001,372,0.1506,0.2548,0,0.1332,0,Bayes-M10-med
Pangi,Maniema,2,FALSE,0.0016,0.0012,0.002,0.0016,240,240,241,0.0016,0.0801,240,0.0019,NA,NA,NA,NA,NA,NA,0.3316,0.0023,255,0.6081,0.056,0,0.6622,0,Bayes-M10-med
Kabondo Dianda,Haut-Lomami,2,FALSE,0.0015,0.0011,0.0019,0.0015,252,250,253,0.0015,0.0755,252,0.0018,NA,NA,NA,NA,NA,NA,0.4107,0.0027,236,0.5888,0.5714,0,0.4826,0,Bayes-M10-med
Mukanga,Haut-Lomami,2,FALSE,0.0015,0.0011,0.0019,0.0015,251,251,252,0.0015,0.0756,251,0.0018,NA,NA,NA,NA,NA,NA,0.4739,0.0031,215,0.6853,0.6911,0,0.5193,0,Bayes-M10-med
Katende,Kasaï-Central,2,FALSE,0.0015,0.0012,0.0019,0.0015,247,246,249,0.0015,0.0766,247,0.0018,NA,NA,NA,NA,NA,NA,0.5154,0.0035,201,0.6525,0.6486,0,0.7606,0,Bayes-M10-med
Lukonga,Kasaï-Central,2,FALSE,0.0015,0.0011,0.0019,0.0015,254,253,254,0.0015,0.075,254,0.0018,NA,NA,NA,NA,NA,NA,0.3282,0.0022,262,0.2239,0.6429,0,0.4459,0,Bayes-M10-med
Luambo,Kasaï-Central,2,FALSE,0.0015,0.0012,0.0019,0.0015,248,247,248,0.0015,0.0765,248,0.0018,NA,NA,NA,NA,NA,NA,0.3769,0.0025,245,0.5347,0.5656,0,0.4073,0,Bayes-M10-med
Kenge,Kwango,2,FALSE,0.0015,0.0012,0.0019,0.0015,243,243,244,0.0015,0.0782,243,0.0019,NA,NA,NA,NA,NA,NA,0.5574,0.0038,187,0.6139,0.8127,0,0.8031,0,Bayes-M10-med
Gungu,Kwilu,2,FALSE,0.0015,0.0012,0.0019,0.0015,245,245,245,0.0015,0.0775,245,0.0018,NA,NA,NA,NA,NA,NA,0.4237,0.0029,222,0.5058,0.6969,0,0.4923,0,Bayes-M10-med
Kikwit Nord,Kwilu,2,FALSE,0.0015,0.0012,0.0019,0.0015,246,244,246,0.0015,0.0774,246,0.0018,NA,NA,NA,NA,NA,NA,0.2915,0.002,273,0.1236,0.5405,0,0.5019,0,Bayes-M10-med
Koshibanda,Kwilu,2,FALSE,0.0015,0.0011,0.0019,0.0015,253,252,253,0.0015,0.0754,253,0.0018,NA,NA,NA,NA,NA,NA,0.4913,0.0033,210,0.5193,0.6757,0,0.7703,0,Bayes-M10-med
Pimu,Mongala,2,FALSE,0.0015,0.0011,0.0019,0.0015,249,247,254,0.0015,0.0761,249,0.0018,NA,NA,NA,NA,NA,NA,0.4257,0.0028,226,0.583,0.3707,0,0.749,0,Bayes-M10-med
Wembo Nyama,Sankuru,2,FALSE,0.0015,0.0011,0.0019,0.0015,250,249,250,0.0015,0.0759,250,0.0018,NA,NA,NA,NA,NA,NA,0.4097,0.0027,234,0.5019,0.2143,0,0.9228,0,Bayes-M10-med
Bwamanda,Sud-Ubangi,2,FALSE,0.0015,0.0012,0.0019,0.0015,244,243,248,0.0015,0.0778,244,0.0018,NA,NA,NA,NA,NA,NA,0.4667,0.0032,213,0.4189,0.7394,0,0.7085,0,Bayes-M10-med
Monga,Bas-Uele,2,FALSE,0.0014,0.001,0.0017,0.0013,262,260,264,0.0014,0.069,262,0.0016,NA,NA,NA,NA,NA,NA,0.7336,0.0045,165,0.9826,0.9672,0,0.9846,0,Bayes-M10-med
Kanzala,Kasaï,2,FALSE,0.0014,0.0011,0.0018,0.0014,259,259,261,0.0014,0.0708,259,0.0017,NA,NA,NA,NA,NA,NA,0.2046,0.0013,339,0.168,0.3127,0,0.3378,0,Bayes-M10-med
Makota,Lomami,2,FALSE,0.0014,0.0011,0.0018,0.0014,258,256,259,0.0014,0.0711,258,0.0017,NA,NA,NA,NA,NA,NA,0.2587,0.0016,301,0.1023,0.3764,0,0.556,0,Bayes-M10-med
Tunda,Maniema,2,FALSE,0.0014,0.0011,0.0018,0.0014,257,256,257,0.0014,0.0714,257,0.0017,NA,NA,NA,NA,NA,NA,0.459,0.0029,223,0.8977,0.0541,0,0.8842,0,Bayes-M10-med
Yakoma,Nord-Ubangi,2,FALSE,0.0014,0.0011,0.0018,0.0014,255,255,257,0.0014,0.0731,255,0.0017,NA,NA,NA,NA,NA,NA,0.6641,0.0043,173,0.7124,0.9479,0,0.9961,0,Bayes-M10-med
Lomela,Sankuru,2,FALSE,0.0014,0.0011,0.0017,0.0014,261,260,261,0.0014,0.0701,261,0.0017,NA,NA,NA,NA,NA,NA,0.4759,0.0029,221,0.8456,0.1351,0,0.9228,0,Bayes-M10-med
Tandala,Sud-Ubangi,2,FALSE,0.0014,0.0011,0.0017,0.0014,260,258,261,0.0014,0.0703,260,0.0017,NA,NA,NA,NA,NA,NA,0.4078,0.0025,247,0.2741,0.527,0,0.8301,0,Bayes-M10-med
Mompono,Tshuapa,2,FALSE,0.0014,0.0011,0.0018,0.0014,256,256,258,0.0014,0.0717,256,0.0017,NA,NA,NA,NA,NA,NA,0.5598,0.0035,196,0.8089,0.6042,0,0.8263,0,Bayes-M10-med
Kampemba,Haut-Katanga,2,FALSE,0.0013,0.001,0.0017,0.0013,264,262,266,0.0013,0.0672,264,0.0016,NA,NA,NA,NA,NA,NA,0.0531,3e-4,442,0.0598,0.0367,0,0.1158,0,Bayes-M10-med
Ilebo,Kasaï,2,FALSE,0.0013,0.001,0.0016,0.0013,267,266,267,0.0013,0.0652,267,0.0015,NA,NA,NA,NA,NA,NA,0.3142,0.0018,284,0.2162,0.6139,0,0.4266,0,Bayes-M10-med
Tshibala,Kasaï-Central,2,FALSE,0.0013,0.001,0.0016,0.0013,266,266,268,0.0013,0.0653,266,0.0016,NA,NA,NA,NA,NA,NA,0.4218,0.0024,251,0.4266,0.5772,0,0.6834,0,Bayes-M10-med
Yangala,Kasaï-Central,2,FALSE,0.0013,0.001,0.0017,0.0013,263,263,264,0.0013,0.0674,263,0.0016,NA,NA,NA,NA,NA,NA,0.348,0.0021,268,0.5927,0.2259,0,0.5734,0,Bayes-M10-med
Binga,Mongala,2,FALSE,0.0013,0.001,0.0016,0.0013,265,265,265,0.0013,0.0665,265,0.0016,NA,NA,NA,NA,NA,NA,0.3306,0.0019,277,0.4749,0.249,0,0.5985,0,Bayes-M10-med
Wapinda,Nord-Ubangi,2,FALSE,0.0013,0.001,0.0016,0.0012,268,265,274,0.0013,0.0644,268,0.0015,NA,NA,NA,NA,NA,NA,0.6791,0.0038,186,0.9015,0.8398,0,0.9749,0,Bayes-M10-med
Kilwa,Haut-Katanga,2,FALSE,0.0012,9e-4,0.0016,0.0012,269,268,269,0.0012,0.0627,269,0.0015,NA,NA,NA,NA,NA,NA,0.3764,0.0021,267,0.749,0.39,0,0.3668,0,Bayes-M10-med
Pweto,Haut-Katanga,2,FALSE,0.0012,9e-4,0.0015,0.0012,272,272,275,0.0012,0.0615,272,0.0015,NA,NA,NA,NA,NA,NA,0.3518,0.0019,279,0.7992,0.2587,0,0.3494,0,Bayes-M10-med
Ruashi,Haut-Katanga,2,FALSE,0.0012,9e-4,0.0015,0.0012,277,274,277,0.0012,0.0606,277,0.0014,NA,NA,NA,NA,NA,NA,0.0705,4e-4,434,0.0985,0.0637,0,0.1197,0,Bayes-M10-med
Sakania,Haut-Katanga,2,FALSE,0.0012,9e-4,0.0015,0.0012,270,269,270,0.0012,0.0624,270,0.0015,NA,NA,NA,NA,NA,NA,0.2775,0.0015,318,0.7375,0.2355,0,0.1371,0,Bayes-M10-med
Tshikula,Kasaï-Central,2,FALSE,0.0012,9e-4,0.0015,0.0011,278,278,279,0.0012,0.0589,278,0.0014,NA,NA,NA,NA,NA,NA,0.3296,0.0017,292,0.3919,0.3185,0,0.6081,0,Bayes-M10-med
Ipamu,Kwilu,2,FALSE,0.0012,9e-4,0.0015,0.0012,271,270,271,0.0012,0.0622,271,0.0015,NA,NA,NA,NA,NA,NA,0.5454,0.003,220,0.4903,0.7683,0,0.9228,0,Bayes-M10-med
Kikwit Sud,Kwilu,2,FALSE,0.0012,9e-4,0.0015,0.0012,274,272,276,0.0012,0.0612,274,0.0015,NA,NA,NA,NA,NA,NA,0.3282,0.0018,287,0.1313,0.7008,0,0.4807,0,Bayes-M10-med
Gbadolite,Nord-Ubangi,2,FALSE,0.0012,9e-4,0.0015,0.0012,276,273,277,0.0012,0.0607,276,0.0014,NA,NA,NA,NA,NA,NA,0.5183,0.0028,232,0.7915,0.9653,0,0.3166,0,Bayes-M10-med
Lusambo,Sankuru,2,FALSE,0.0012,9e-4,0.0015,0.0012,275,274,276,0.0012,0.061,275,0.0014,NA,NA,NA,NA,NA,NA,0.4833,0.0026,242,0.6815,0.2992,0,0.9527,0,Bayes-M10-med
Befale,Tshuapa,2,FALSE,0.0012,9e-4,0.0015,0.0012,273,272,275,0.0012,0.0614,273,0.0015,NA,NA,NA,NA,NA,NA,0.5145,0.0028,230,0.8822,0.4903,0,0.6853,0,Bayes-M10-med
