health_zone,province,horizon,was_active_before,p_case_invasion,p_case_lo,p_case_hi,p_median,rank_med,rank_lo,rank_hi,mu_forecast,rr_nat,rr_nat_rank,rr01_nat,rr_ituri,rr_ituri_rank,rr_nordkivu,rr_nordkivu_rank,rr_hautuele,rr_hautuele_rank,V,priority,priority_rank,surveillance_gap,healthcare_gap,access_gap,social_vulnerability,healthcare_travel_min,method
Kabare,Sud-Kivu,2,FALSE,0.0522,0.0406,0.0654,0.0519,45,45,45,0.0537,2.2053,45,0.0791,NA,NA,NA,NA,NA,NA,0.3567,0.0635,42,0.2394,0.9884,0,0.1988,0,Bayes-M17-med
Kokolo,Kinshasa,2,FALSE,0.0486,0.0379,0.0605,0.0484,46,46,46,0.0498,2.0481,46,0.0736,NA,NA,NA,NA,NA,NA,0.2172,0.036,55,0.0772,0.7722,0,0.0193,0,Bayes-M17-med
Lingwala,Kinshasa,2,FALSE,0.0477,0.0372,0.0594,0.0474,47,47,47,0.0489,2.0088,47,0.0723,NA,NA,NA,NA,NA,NA,0.0323,0.0053,216,0.0232,0.0907,0,0.0154,0,Bayes-M17-med
Uvira,Sud-Kivu,2,FALSE,0.0459,0.0356,0.0576,0.0456,48,48,49,0.047,1.9323,48,0.0696,NA,NA,NA,NA,NA,NA,0.5502,0.0861,35,0.2181,0.9846,0,0.9981,0,Bayes-M17-med
Kinshasa,Kinshasa,2,FALSE,0.0447,0.0349,0.0557,0.0445,49,48,49,0.0458,1.8808,49,0.0678,NA,NA,NA,NA,NA,NA,0.0203,0.0031,317,0.0135,0.0463,0,0.0212,0,Bayes-M17-med
Kalamu 1,Kinshasa,2,FALSE,0.0428,0.0334,0.0533,0.0426,50,50,51,0.0437,1.7971,50,0.0648,NA,NA,NA,NA,NA,NA,0.0309,0.0045,237,0.0193,0.0734,0,0.0309,0,Bayes-M17-med
Buta,Bas-Uele,2,FALSE,0.0426,0.0325,0.054,0.0423,51,50,52,0.0435,1.7891,51,0.0645,NA,NA,NA,NA,NA,NA,0.7225,0.1049,27,0.9749,0.9923,0,0.9228,0,Bayes-M17-med
Kasa Vubu,Kinshasa,2,FALSE,0.0426,0.0332,0.0531,0.0424,52,51,52,0.0435,1.7889,52,0.0645,NA,NA,NA,NA,NA,NA,0.0444,0.0064,183,0.0309,0.1216,0,0.0251,0,Bayes-M17-med
Katoyi,Nord-Kivu,2,FALSE,0.0405,0.0314,0.0509,0.0403,53,53,54,0.0414,1.7012,53,0.0614,NA,NA,0.3655,17,NA,NA,0.4542,0.0628,43,0.4614,0.9595,0,0.3958,0,Bayes-M17-med
Lemba,Kinshasa,2,FALSE,0.0395,0.0308,0.0492,0.0393,54,53,54,0.0403,1.655,54,0.0598,NA,NA,NA,NA,NA,NA,0.1023,0.0138,107,0.0483,0.3069,0,0.0541,0,Bayes-M17-med
Masina 1,Kinshasa,2,FALSE,0.0381,0.0297,0.0475,0.0379,55,55,57,0.0388,1.5963,55,0.0577,NA,NA,NA,NA,NA,NA,0.0193,0.0025,349,0.0077,0.0077,0,0.0618,0,Bayes-M17-med
Kintambo,Kinshasa,2,FALSE,0.0377,0.0294,0.0471,0.0375,56,56,58,0.0385,1.5814,57,0.0572,NA,NA,NA,NA,NA,NA,0.0338,0.0043,245,0.0212,0.1004,0,0.0135,0,Bayes-M17-med
Walikale,Nord-Kivu,2,FALSE,0.0377,0.0292,0.0474,0.0375,57,55,57,0.0385,1.5816,56,0.0572,NA,NA,0.3398,18,NA,NA,0.5729,0.0737,38,0.9459,0.9286,0,0.417,0,Bayes-M17-med
Walungu,Sud-Kivu,2,FALSE,0.0373,0.0288,0.0469,0.0371,58,56,58,0.038,1.563,58,0.0565,NA,NA,NA,NA,NA,NA,0.3248,0.0413,50,0.1853,0.8803,0,0.2336,0,Bayes-M17-med
Ruzizi,Sud-Kivu,2,FALSE,0.036,0.0279,0.0452,0.0358,59,59,59,0.0367,1.5078,59,0.0546,NA,NA,NA,NA,NA,NA,0.5627,0.0691,40,0.3494,0.9093,0,0.9923,0,Bayes-M17-med
Masina 2,Kinshasa,2,FALSE,0.0328,0.0256,0.041,0.0327,60,60,61,0.0334,1.3727,60,0.0498,NA,NA,NA,NA,NA,NA,0.0265,0.003,322,0.0174,0.0193,0,0.0695,0,Bayes-M17-med
Bandalungwa,Kinshasa,2,FALSE,0.0328,0.0256,0.0409,0.0326,61,60,62,0.0333,1.3699,61,0.0497,NA,NA,NA,NA,NA,NA,0.0709,0.0079,153,0.0328,0.2336,0,0.0174,0,Bayes-M17-med
Fizi,Sud-Kivu,2,FALSE,0.0322,0.0248,0.0407,0.032,62,60,62,0.0328,1.3469,62,0.0488,NA,NA,NA,NA,NA,NA,0.5637,0.0619,46,0.7432,0.9691,0,0.5425,0,Bayes-M17-med
Binza Meteo,Kinshasa,2,FALSE,0.0312,0.0243,0.0389,0.031,64,63,65,0.0317,1.3029,64,0.0473,NA,NA,NA,NA,NA,NA,0.2558,0.0272,71,0.0965,0.8996,0,0.027,0,Bayes-M17-med
Kalehe,Sud-Kivu,2,FALSE,0.0312,0.0242,0.0392,0.031,64,63,64,0.0317,1.3031,63,0.0473,NA,NA,NA,NA,NA,NA,0.3369,0.0358,56,0.3417,0.8649,0,0.1409,0,Bayes-M17-med
Bengamisa,Tshopo,2,FALSE,0.031,0.0238,0.0393,0.0308,65,63,66,0.0315,1.2964,65,0.047,NA,NA,NA,NA,NA,NA,0.3012,0.0319,61,0.612,0.2162,0,0.3764,0,Bayes-M17-med
Birambizo,Nord-Kivu,2,FALSE,0.0306,0.0237,0.0384,0.0304,66,65,66,0.0311,1.2775,66,0.0464,NA,NA,0.2745,19,NA,NA,0.3625,0.0378,54,0.4035,0.89,0,0.1564,0,Bayes-M17-med
Pinga,Nord-Kivu,2,FALSE,0.0288,0.0222,0.0363,0.0286,67,67,70,0.0293,1.2026,67,0.0437,NA,NA,0.2584,20,NA,NA,0.57,0.056,48,0.9595,0.7548,0,0.5656,0,Bayes-M17-med
Bagira,Sud-Kivu,2,FALSE,0.0287,0.0223,0.0361,0.0286,68,68,69,0.0292,1.199,68,0.0436,NA,NA,NA,NA,NA,NA,0.236,0.0231,76,0.1004,0.6371,0,0.2066,0,Bayes-M17-med
Yakusu,Tshopo,2,FALSE,0.0286,0.0224,0.0357,0.0284,69,67,72,0.0291,1.1939,69,0.0434,NA,NA,NA,NA,NA,NA,0.319,0.0311,66,0.4208,0.2085,0,0.6467,0,Bayes-M17-med
Kikimi,Kinshasa,2,FALSE,0.0282,0.022,0.0352,0.028,70,68,70,0.0286,1.1757,70,0.0427,NA,NA,NA,NA,NA,NA,0.0835,0.008,152,0.056,0.1911,0,0.0869,0,Bayes-M17-med
Matete,Kinshasa,2,FALSE,0.0276,0.0215,0.0345,0.0275,72,71,73,0.028,1.1505,72,0.0418,NA,NA,NA,NA,NA,NA,0.0492,0.0046,233,0.0251,0.1158,0,0.056,0,Bayes-M17-med
Nyantende,Sud-Kivu,2,FALSE,0.0276,0.0214,0.0347,0.0274,71,70,74,0.028,1.1515,71,0.0419,NA,NA,NA,NA,NA,NA,0.3219,0.0303,67,0.1486,0.8938,0,0.2452,0,Bayes-M17-med
Barumbu,Kinshasa,2,FALSE,0.0274,0.0214,0.0342,0.0273,73,72,75,0.0278,1.1426,73,0.0415,NA,NA,NA,NA,NA,NA,0.014,0.0013,419,0.0097,0.0232,0,0.0232,0,Bayes-M17-med
Bondo,Bas-Uele,2,FALSE,0.0272,0.0212,0.034,0.0271,75,73,76,0.0276,1.1343,76,0.0412,NA,NA,NA,NA,NA,NA,0.6737,0.0625,45,0.9961,0.9981,0,0.7008,0,Bayes-M17-med
Mont Ngafula 1,Kinshasa,2,FALSE,0.0272,0.0212,0.034,0.0271,75,74,75,0.0276,1.1346,75,0.0413,NA,NA,NA,NA,NA,NA,0.2066,0.0192,82,0.1371,0.6313,0,0.0579,0,Bayes-M17-med
Isangi,Tshopo,2,FALSE,0.0272,0.0211,0.0343,0.0271,76,72,76,0.0276,1.1348,74,0.0413,NA,NA,NA,NA,NA,NA,0.3837,0.0356,57,0.4054,0.4073,0,0.722,0,Bayes-M17-med
Nyemba,Tanganyika,2,FALSE,0.0267,0.0207,0.0337,0.0266,77,77,77,0.0271,1.1144,77,0.0405,NA,NA,NA,NA,NA,NA,0.3456,0.0315,64,0.5965,0.4556,0,0.3301,0,Bayes-M17-med
Lemera,Sud-Kivu,2,FALSE,0.0262,0.0202,0.033,0.026,78,78,78,0.0265,1.0904,78,0.0397,NA,NA,NA,NA,NA,NA,0.5613,0.0501,49,0.3629,0.9015,0,0.9807,0,Bayes-M17-med
Lubutu,Maniema,2,FALSE,0.0257,0.0199,0.0324,0.0256,79,79,80,0.0261,1.0721,79,0.039,NA,NA,NA,NA,NA,NA,0.4706,0.0413,51,0.8205,0.2819,0,0.7799,0,Bayes-M17-med
Mubumbano,Sud-Kivu,2,FALSE,0.0257,0.0198,0.0323,0.0255,80,80,82,0.026,1.0691,80,0.0389,NA,NA,NA,NA,NA,NA,0.3658,0.032,59,0.2683,0.9402,0,0.2548,0,Bayes-M17-med
Mont Ngafula 2,Kinshasa,2,FALSE,0.0253,0.0197,0.0316,0.0252,81,79,81,0.0256,1.0528,81,0.0383,NA,NA,NA,NA,NA,NA,0.0951,0.0082,146,0.0849,0.2568,0,0.0386,0,Bayes-M17-med
Selembao,Kinshasa,2,FALSE,0.025,0.0195,0.0312,0.0249,82,81,82,0.0253,1.0401,82,0.0379,NA,NA,NA,NA,NA,NA,0.0676,0.0058,208,0.0444,0.1815,0,0.0444,0,Bayes-M17-med
Ndjili,Kinshasa,2,FALSE,0.0233,0.0181,0.0291,0.0231,83,83,84,0.0235,0.9677,83,0.0353,NA,NA,NA,NA,NA,NA,0.0487,0.0039,268,0.027,0.1042,0,0.0637,0,Bayes-M17-med
Kingabwa,Kinshasa,2,FALSE,0.023,0.0179,0.0287,0.0228,84,84,85,0.0232,0.9547,84,0.0348,NA,NA,NA,NA,NA,NA,0.0478,0.0037,279,0.0425,0.0965,0,0.0521,0,Bayes-M17-med
Mwana,Sud-Kivu,2,FALSE,0.0227,0.0175,0.0286,0.0225,85,83,86,0.023,0.9441,85,0.0344,NA,NA,NA,NA,NA,NA,0.3731,0.0289,69,0.2896,0.9035,0,0.2992,0,Bayes-M17-med
Ngiri Ngiri,Kinshasa,2,FALSE,0.0221,0.0172,0.0276,0.022,86,85,88,0.0223,0.9184,86,0.0335,NA,NA,NA,NA,NA,NA,0.028,0.0021,380,0.0154,0.0676,0,0.029,0,Bayes-M17-med
Kaniola,Sud-Kivu,2,FALSE,0.0217,0.0167,0.0274,0.0216,87,86,89,0.022,0.903,87,0.0329,NA,NA,NA,NA,NA,NA,0.4513,0.0334,58,0.5328,0.9305,0,0.3417,0,Bayes-M17-med
Nyangezi,Sud-Kivu,2,FALSE,0.0216,0.0167,0.0272,0.0214,88,87,89,0.0218,0.897,88,0.0327,NA,NA,NA,NA,NA,NA,0.36870000000000003,0.0271,72,0.222,0.8842,0,0.36870000000000003,0,Bayes-M17-med
Police,Kinshasa,2,FALSE,0.0214,0.0166,0.0267,0.0213,89,87,89,0.0216,0.8886,89,0.0324,NA,NA,NA,NA,NA,NA,0.0478,0.0035,295,0.0463,0.0772,0,0.0676,0,Bayes-M17-med
Bunyakiri,Sud-Kivu,2,FALSE,0.0208,0.016,0.0262,0.0206,90,90,90,0.021,0.8628,90,0.0315,NA,NA,NA,NA,NA,NA,0.4517,0.032,60,0.6197,0.832,0,0.3552,0,Bayes-M17-med
Kindu,Maniema,2,FALSE,0.0191,0.0148,0.0241,0.019,91,91,91,0.0193,0.7947,91,0.029,NA,NA,NA,NA,NA,NA,0.3181,0.0208,77,0.1351,0.2529,0,0.8842,0,Bayes-M17-med
Maluku 1,Kinshasa,2,FALSE,0.0184,0.0143,0.023,0.0183,92,92,92,0.0185,0.7618,92,0.0278,NA,NA,NA,NA,NA,NA,0.2321,0.0145,103,0.3475,0.4517,0,0.1293,0,Bayes-M17-med
Kasongo,Maniema,2,FALSE,0.0175,0.0135,0.0221,0.0174,93,93,94,0.0177,0.7265,93,0.0265,NA,NA,NA,NA,NA,NA,0.5304,0.0317,63,0.4459,0.7529,0,0.9228,0,Bayes-M17-med
Kingasani,Kinshasa,2,FALSE,0.0172,0.0134,0.0216,0.0171,94,93,94,0.0174,0.7149,94,0.0261,NA,NA,NA,NA,NA,NA,0.0294,0.0017,399,0.0058,0.0405,0,0.0714,0,Bayes-M17-med
Yabaondo,Tshopo,2,FALSE,0.0162,0.0124,0.0206,0.0161,95,95,95,0.0164,0.6727,95,0.0246,NA,NA,NA,NA,NA,NA,0.3523,0.0195,79,0.4363,0.305,0,0.668,0,Bayes-M17-med
Basoko,Tshopo,2,FALSE,0.0158,0.0122,0.0199,0.0157,96,96,96,0.016,0.6559,96,0.024,NA,NA,NA,NA,NA,NA,0.3012,0.0163,100,0.5077,0.3147,0,0.3822,0,Bayes-M17-med
Lubumbashi,Haut-Katanga,2,FALSE,0.0155,0.012,0.0194,0.0154,98,97,99,0.0156,0.6421,98,0.0235,NA,NA,NA,NA,NA,NA,0.1105,0.0058,203,0.1081,0.2104,0,0.1236,0,Bayes-M17-med
Shabunda,Sud-Kivu,2,FALSE,0.0155,0.0119,0.0197,0.0154,97,97,99,0.0156,0.6427,97,0.0235,NA,NA,NA,NA,NA,NA,0.5922,0.0313,65,0.8378,0.8726,0,0.6583,0,Bayes-M17-med
Ubundu,Tshopo,2,FALSE,0.0153,0.0117,0.0195,0.0152,99,97,100,0.0154,0.633,99,0.0232,NA,NA,NA,NA,NA,NA,0.4744,0.0247,73,0.9054,0.4305,0,0.5618,0,Bayes-M17-med
Kalemie,Tanganyika,2,FALSE,0.0151,0.0117,0.019,0.015,100,99,100,0.0152,0.6246,100,0.0229,NA,NA,NA,NA,NA,NA,0.3789,0.0195,80,0.6718,0.4575,0,0.3861,0,Bayes-M17-med
Nundu,Sud-Kivu,2,FALSE,0.0149,0.0114,0.0188,0.0148,101,101,101,0.015,0.6157,101,0.0225,NA,NA,NA,NA,NA,NA,0.5927,0.03,68,0.527,0.8494,0,0.9942,0,Bayes-M17-med
Kalonge,Sud-Kivu,2,FALSE,0.0135,0.0104,0.0171,0.0134,102,102,103,0.0136,0.5589,102,0.0205,NA,NA,NA,NA,NA,NA,0.404,0.0186,86,0.4961,0.8359,0,0.2838,0,Bayes-M17-med
Kunda,Maniema,2,FALSE,0.0132,0.0101,0.0167,0.0131,104,103,104,0.0133,0.5451,103,0.02,NA,NA,NA,NA,NA,NA,0.4165,0.0187,85,0.4633,0.2799,0,0.9228,0,Bayes-M17-med
Yamaluka,Mongala,2,FALSE,0.0131,0.0102,0.0163,0.013,106,103,106,0.0131,0.5403,106,0.0198,NA,NA,NA,NA,NA,NA,0.1974,0.0088,138,0.2799,0.1448,0,0.3649,0,Bayes-M17-med
Lisala,Mongala,2,FALSE,0.0131,0.0101,0.0166,0.013,105,104,105,0.0132,0.5422,105,0.0199,NA,NA,NA,NA,NA,NA,0.4093,0.0183,89,0.4286,0.4402,0,0.7683,0,Bayes-M17-med
Yaleko,Tshopo,2,FALSE,0.0131,0.01,0.0167,0.013,105,103,106,0.0132,0.5424,104,0.0199,NA,NA,NA,NA,NA,NA,0.402,0.018,93,0.639,0.2452,0,0.7239,0,Bayes-M17-med
Makala,Kinshasa,2,FALSE,0.012,0.0094,0.0151,0.012,107,107,108,0.0121,0.4977,107,0.0182,NA,NA,NA,NA,NA,NA,0.0246,0.001,436,0.0116,0.0386,0,0.0483,0,Bayes-M17-med
Yambuku,Mongala,2,FALSE,0.012,0.0091,0.0154,0.0119,108,107,109,0.0121,0.4958,108,0.0182,NA,NA,NA,NA,NA,NA,0.4344,0.0178,94,0.5483,0.5753,0,0.6139,0,Bayes-M17-med
Kalamu 2,Kinshasa,2,FALSE,0.0113,0.0088,0.0141,0.0112,109,108,113,0.0113,0.4651,109,0.0171,NA,NA,NA,NA,NA,NA,0.015,6e-4,451,0.0039,0.0154,0,0.0405,0,Bayes-M17-med
Saramabila,Maniema,2,FALSE,0.0112,0.0086,0.0141,0.0111,110,109,111,0.0112,0.4611,110,0.0169,NA,NA,NA,NA,NA,NA,0.4768,0.0181,92,0.473,0.5502,0,0.8842,0,Bayes-M17-med
Kaziba,Sud-Kivu,2,FALSE,0.0111,0.0086,0.0141,0.0111,111,110,111,0.0112,0.4605,111,0.0169,NA,NA,NA,NA,NA,NA,0.3571,0.0136,108,0.2876,0.7838,0,0.3571,0,Bayes-M17-med
Opienge,Tshopo,2,FALSE,0.0108,0.0081,0.014,0.0107,113,109,119,0.0108,0.4447,113,0.0163,NA,NA,NA,NA,NA,NA,0.4445,0.0163,99,0.9556,0.0135,0,0.8089,0,Bayes-M17-med
Djolu,Tshuapa,2,FALSE,0.0108,0.0082,0.0138,0.0107,113,112,114,0.0108,0.4453,112,0.0163,NA,NA,NA,NA,NA,NA,0.5256,0.0193,81,0.7104,0.5985,0,0.7934,0,Bayes-M17-med
Kitutu,Sud-Kivu,2,FALSE,0.0107,0.0082,0.0135,0.0106,114,112,114,0.0107,0.4408,114,0.0162,NA,NA,NA,NA,NA,NA,0.5024,0.0183,91,0.751,0.805,0,0.4537,0,Bayes-M17-med
Kibua,Nord-Kivu,2,FALSE,0.0105,0.0081,0.0133,0.0104,115,113,116,0.0106,0.4349,115,0.016,NA,NA,0.0934,21,NA,NA,0.5154,0.0185,87,0.7741,0.6602,0,0.6274,0,Bayes-M17-med
Kongolo,Tanganyika,2,FALSE,0.0105,0.008,0.0133,0.0104,115,115,116,0.0105,0.4329,116,0.0159,NA,NA,NA,NA,NA,NA,0.6829,0.0244,74,0.8861,0.9228,0,0.9228,0,Bayes-M17-med
Mumbunda,Haut-Katanga,2,FALSE,0.0102,0.0079,0.0128,0.0101,117,116,120,0.0102,0.4202,117,0.0154,NA,NA,NA,NA,NA,NA,0.1853,0.0064,184,0.1197,0.5077,0,0.1139,0,Bayes-M17-med
Manika,Lualaba,2,FALSE,0.0101,0.0078,0.0127,0.01,119,117,122,0.0101,0.4171,119,0.0153,NA,NA,NA,NA,NA,NA,0.1149,0.004,261,0.0946,0.222,0,0.1429,0,Bayes-M17-med
Kimbi Lulenge,Sud-Kivu,2,FALSE,0.0101,0.0078,0.0128,0.0101,118,117,119,0.0102,0.4188,118,0.0154,NA,NA,NA,NA,NA,NA,0.5507,0.019,83,0.8475,0.8687,0,0.4865,0,Bayes-M17-med
Ango,Bas-Uele,2,FALSE,0.01,0.0075,0.0128,0.0099,122,117,124,0.01,0.4114,122,0.0151,NA,NA,NA,NA,NA,NA,0.7095,0.0241,75,1,0.8591,0,0.9788,0,Bayes-M17-med
Kabinda,Lomami,2,FALSE,0.01,0.0077,0.0127,0.01,120,119,121,0.0101,0.414,120,0.0152,NA,NA,NA,NA,NA,NA,0.4382,0.015,101,0.5097,0.5541,0,0.6892,0,Bayes-M17-med
Mwenga,Sud-Kivu,2,FALSE,0.01,0.0077,0.0127,0.0099,121,120,122,0.0101,0.4134,121,0.0152,NA,NA,NA,NA,NA,NA,0.319,0.0109,120,0.5,0.3552,0,0.4208,0,Bayes-M17-med
Kalole,Sud-Kivu,2,FALSE,0.0099,0.0076,0.0125,0.0098,123,122,123,0.0099,0.408,123,0.015,NA,NA,NA,NA,NA,NA,0.6038,0.0203,78,0.89,0.7799,0,0.7452,0,Bayes-M17-med
Itebero,Nord-Kivu,2,FALSE,0.0096,0.0074,0.0121,0.0096,124,123,124,0.0097,0.3973,124,0.0146,NA,NA,0.0854,22,NA,NA,0.5574,0.0183,90,0.9112,0.722,0,0.5965,0,Bayes-M17-med
Mulungu,Sud-Kivu,2,FALSE,0.0095,0.0073,0.012,0.0094,125,125,126,0.0095,0.3913,125,0.0144,NA,NA,NA,NA,NA,NA,0.5208,0.0168,97,0.861,0.5193,0,0.7027,0,Bayes-M17-med
Yahuma,Tshopo,2,FALSE,0.0095,0.0072,0.012,0.0094,126,125,126,0.0095,0.391,126,0.0143,NA,NA,NA,NA,NA,NA,0.4402,0.0142,106,0.8649,0.332,0,0.5637,0,Bayes-M17-med
Bonzola,Kasaï-Oriental,2,FALSE,0.0093,0.0071,0.0117,0.0092,127,127,128,0.0093,0.3823,127,0.014,NA,NA,NA,NA,NA,NA,0.2958,0.0093,132,0.0927,0.7934,0,0.2973,0,Bayes-M17-med
Kamituga,Sud-Kivu,2,FALSE,0.0092,0.0071,0.0117,0.0092,128,127,128,0.0093,0.3813,128,0.014,NA,NA,NA,NA,NA,NA,0.3596,0.0113,118,0.3938,0.6062,0,0.4382,0,Bayes-M17-med
Doruma,Haut-Uele,2,FALSE,0.0087,0.0065,0.0112,0.0086,129,129,131,0.0087,0.3588,129,0.0132,NA,NA,NA,NA,0.0333,7,0.6216,0.0184,88,0.973,0.5135,0,1,0,Bayes-M17-med
Kisenso,Kinshasa,2,FALSE,0.0084,0.0065,0.0105,0.0083,132,129,134,0.0084,0.3448,132,0.0127,NA,NA,NA,NA,NA,NA,0.0589,0.0017,403,0.0367,0.139,0,0.0598,0,Bayes-M17-med
Bumba,Mongala,2,FALSE,0.0084,0.0064,0.0107,0.0083,131,130,133,0.0084,0.3458,131,0.0127,NA,NA,NA,NA,NA,NA,0.2384,0.0068,175,0.1409,0.4537,0,0.3591,0,Bayes-M17-med
Mbulula,Tanganyika,2,FALSE,0.0084,0.0065,0.0107,0.0084,131,130,131,0.0085,0.3473,130,0.0128,NA,NA,NA,NA,NA,NA,0.5934,0.017,95,0.6448,0.7761,0,0.9527,0,Bayes-M17-med
Lodja,Sankuru,2,FALSE,0.0083,0.0063,0.0105,0.0082,133,132,133,0.0083,0.3412,133,0.0125,NA,NA,NA,NA,NA,NA,0.4626,0.013,110,0.2625,0.6351,0,0.9527,0,Bayes-M17-med
Aketi,Bas-Uele,2,FALSE,0.0081,0.0062,0.0104,0.0081,134,133,137,0.0082,0.3352,134,0.0123,NA,NA,NA,NA,NA,NA,0.6762,0.0187,84,0.9903,0.9363,0,0.778,0,Bayes-M17-med
Kananga,Kasaï-Central,2,FALSE,0.0081,0.0062,0.0103,0.008,135,135,136,0.0081,0.334,136,0.0123,NA,NA,NA,NA,NA,NA,0.2963,0.0082,147,0.1429,0.5579,0,0.4846,0,Bayes-M17-med
Punia,Maniema,2,FALSE,0.0081,0.0062,0.0103,0.008,135,134,136,0.0081,0.3344,135,0.0123,NA,NA,NA,NA,NA,NA,0.3731,0.0103,127,0.7625,0.1969,0,0.5328,0,Bayes-M17-med
Biyela,Kinshasa,2,FALSE,0.0079,0.0061,0.0099,0.0078,138,134,142,0.0079,0.3247,137,0.0119,NA,NA,NA,NA,NA,NA,0.1076,0.0029,327,0.0637,0.2838,0,0.083,0,Bayes-M17-med
Kampene,Maniema,2,FALSE,0.0079,0.006,0.01,0.0078,137,137,138,0.0079,0.3246,138,0.0119,NA,NA,NA,NA,NA,NA,0.3962,0.0106,121,0.5251,0.1757,0,0.8842,0,Bayes-M17-med
Kalima,Maniema,2,FALSE,0.0078,0.006,0.0099,0.0078,139,138,140,0.0079,0.3227,139,0.0119,NA,NA,NA,NA,NA,NA,0.3094,0.0082,145,0.4595,0.3205,0,0.4575,0,Bayes-M17-med
Kabalo,Tanganyika,2,FALSE,0.0078,0.006,0.0099,0.0077,140,139,142,0.0078,0.3217,140,0.0118,NA,NA,NA,NA,NA,NA,0.624,0.0166,98,0.9035,0.7568,0,0.8359,0,Bayes-M17-med
Kipushi,Haut-Katanga,2,FALSE,0.0077,0.0059,0.0096,0.0076,142,139,145,0.0077,0.316,142,0.0116,NA,NA,NA,NA,NA,NA,0.1216,0.0032,309,0.2703,0.1081,0,0.1081,0,Bayes-M17-med
Moba,Tanganyika,2,FALSE,0.0077,0.0059,0.0098,0.0077,141,140,143,0.0078,0.3188,141,0.0117,NA,NA,NA,NA,NA,NA,0.3808,0.01,128,0.6178,0.4942,0,0.4112,0,Bayes-M17-med
Kimbanseke,Kinshasa,2,FALSE,0.0076,0.0059,0.0095,0.0075,143,141,149,0.0076,0.3127,143,0.0115,NA,NA,NA,NA,NA,NA,0.0526,0.0014,415,0.0521,0.0849,0,0.0734,0,Bayes-M17-med
Mbandaka,Equateur,2,FALSE,0.0075,0.0058,0.0094,0.0074,146,144,151,0.0075,0.3086,146,0.0113,NA,NA,NA,NA,NA,NA,0.5164,0.0132,109,0.6409,0.9633,0,0.4614,0,Bayes-M17-med
Kasansa,Kasaï-Oriental,2,FALSE,0.0075,0.0058,0.0095,0.0075,145,144,146,0.0075,0.3099,145,0.0114,NA,NA,NA,NA,NA,NA,0.3349,0.0086,140,0.2568,0.6699,0,0.4131,0,Bayes-M17-med
Gemena,Sud-Ubangi,2,FALSE,0.0075,0.0057,0.0096,0.0075,144,141,148,0.0076,0.3104,144,0.0114,NA,NA,NA,NA,NA,NA,0.3277,0.0084,141,0.1776,0.2741,0,0.8591,0,Bayes-M17-med
Tshamilemba,Haut-Katanga,2,FALSE,0.0074,0.0058,0.0094,0.0074,147,145,152,0.0075,0.3072,147,0.0113,NA,NA,NA,NA,NA,NA,0.0772,0.002,388,0.0656,0.1255,0,0.1178,0,Bayes-M17-med
Yahisuli,Tshopo,2,FALSE,0.0074,0.0057,0.0094,0.0074,148,146,149,0.0075,0.3068,148,0.0113,NA,NA,NA,NA,NA,NA,0.3521,0.0089,136,0.3842,0.0714,0,0.9527,0,Bayes-M17-med
Lolo,Mongala,2,FALSE,0.0073,0.0056,0.0094,0.0073,149,146,151,0.0074,0.3022,149,0.0111,NA,NA,NA,NA,NA,NA,0.3161,0.0079,155,0.4073,0.3263,0,0.5309,0,Bayes-M17-med
Opala,Tshopo,2,FALSE,0.0073,0.0056,0.0093,0.0072,151,148,152,0.0073,0.3011,151,0.0111,NA,NA,NA,NA,NA,NA,0.4269,0.0106,122,0.7819,0.0792,0,0.8465,0,Bayes-M17-med
Manono,Tanganyika,2,FALSE,0.0073,0.0056,0.0093,0.0073,150,149,152,0.0073,0.302,150,0.0111,NA,NA,NA,NA,NA,NA,0.5758,0.0144,104,0.8784,0.9537,0,0.471,0,Bayes-M17-med
Titule,Bas-Uele,2,FALSE,0.0072,0.0055,0.0093,0.0072,152,146,156,0.0073,0.2983,152,0.011,NA,NA,NA,NA,NA,NA,0.6839,0.0169,96,0.9865,0.8263,0,0.9228,0,Bayes-M17-med
Nyunzu,Tanganyika,2,FALSE,0.0071,0.0054,0.009,0.007,153,153,153,0.0071,0.2921,153,0.0107,NA,NA,NA,NA,NA,NA,0.6023,0.0145,102,0.9653,0.834,0,0.61,0,Bayes-M17-med
Nzaba,Kasaï-Oriental,2,FALSE,0.007,0.0054,0.0088,0.0069,155,154,155,0.007,0.2874,154,0.0106,NA,NA,NA,NA,NA,NA,0.278,0.0066,179,0.1042,0.6931,0,0.3147,0,Bayes-M17-med
Maluku 2,Kinshasa,2,FALSE,0.0069,0.0054,0.0087,0.0069,155,152,159,0.007,0.286,155,0.0105,NA,NA,NA,NA,NA,NA,0.4184,0.0099,129,0.6834,0.5463,0,0.444,0,Bayes-M17-med
Haut Plateau,Sud-Kivu,2,FALSE,0.0069,0.0053,0.0087,0.0068,157,156,157,0.0069,0.2827,157,0.0104,NA,NA,NA,NA,NA,NA,0.5246,0.0123,112,0.5714,0.5444,0,0.9826,0,Bayes-M17-med
Boende,Tshuapa,2,FALSE,0.0069,0.0052,0.0088,0.0068,156,154,160,0.0069,0.2844,156,0.0105,NA,NA,NA,NA,NA,NA,0.4199,0.0099,130,0.6988,0.4807,0,0.5,0,Bayes-M17-med
