health_zone,province,horizon,was_active_before,p_case_invasion,p_case_lo,p_case_hi,p_median,rank_med,rank_lo,rank_hi,mu_forecast,rr_nat,rr_nat_rank,rr01_nat,rr_ituri,rr_ituri_rank,rr_nordkivu,rr_nordkivu_rank,rr_hautuele,rr_hautuele_rank,V,priority,priority_rank,surveillance_gap,healthcare_gap,access_gap,social_vulnerability,healthcare_travel_min,method
Katako Kombe,Sankuru,1,FALSE,0.0021,0.0016,0.0027,0.0021,214,213,215,0.0021,0.1759,213,0.0051,NA,NA,NA,NA,NA,NA,0.4703,0.0056,177,0.7857,0.1313,0,0.9643,0,Bayes-M17-med
Itombwe,Sud-Kivu,1,FALSE,0.0021,0.0016,0.0026,0.0021,220,217,221,0.0021,0.1713,220,0.005,NA,NA,NA,NA,NA,NA,0.5121,0.0059,166,0.8571,0.6737,0,0.5174,0,Bayes-M17-med
Kalonda Ouest,Kasaï,1,FALSE,0.002,0.0015,0.0025,0.002,225,225,226,0.002,0.1644,225,0.0048,NA,NA,NA,NA,NA,NA,0.2239,0.0025,321,0.2915,0.251,0,0.3533,0,Bayes-M17-med
Miabi,Kasaï-Oriental,1,FALSE,0.002,0.0015,0.0025,0.002,227,227,229,0.002,0.1632,227,0.0047,NA,NA,NA,NA,NA,NA,0.2838,0.0031,274,0.2297,0.6525,0,0.2529,0,Bayes-M17-med
Gungu,Kwilu,1,FALSE,0.002,0.0015,0.0025,0.002,226,226,228,0.002,0.1642,226,0.0048,NA,NA,NA,NA,NA,NA,0.4237,0.0047,209,0.5058,0.6969,0,0.4923,0,Bayes-M17-med
Mukedi,Kwilu,1,FALSE,0.002,0.0015,0.0026,0.002,224,222,224,0.002,0.1659,224,0.0048,NA,NA,NA,NA,NA,NA,0.4836,0.0054,181,0.5367,0.7066,0,0.6911,0,Bayes-M17-med
Ludimbi Lukula,Lomami,1,FALSE,0.002,0.0015,0.0025,0.002,229,229,231,0.002,0.1622,229,0.0047,NA,NA,NA,NA,NA,NA,0.4513,0.0049,201,0.6931,0.3475,0,0.7645,0,Bayes-M17-med
Dilala,Lualaba,1,FALSE,0.002,0.0015,0.0026,0.002,223,221,223,0.002,0.1674,223,0.0049,NA,NA,NA,NA,NA,NA,0.1347,0.0015,395,0.1506,0.2548,0,0.1332,0,Bayes-M17-med
Obokote,Maniema,1,FALSE,0.002,0.0015,0.0025,0.002,228,227,230,0.002,0.1627,228,0.0047,NA,NA,NA,NA,NA,NA,0.3209,0.0035,249,0.7239,0.0328,0,0.527,0,Bayes-M17-med
Binga,Mongala,1,FALSE,0.002,0.0015,0.0025,0.0019,230,225,234,0.002,0.161,230,0.0047,NA,NA,NA,NA,NA,NA,0.3306,0.0036,244,0.4749,0.249,0,0.5985,0,Bayes-M17-med
Vanga Kete,Sankuru,1,FALSE,0.002,0.0015,0.0026,0.002,222,220,222,0.002,0.1688,222,0.0049,NA,NA,NA,NA,NA,NA,0.4503,0.0051,191,0.4672,0.4112,0,0.9228,0,Bayes-M17-med
Mulongo,Haut-Lomami,1,FALSE,0.0019,0.0015,0.0024,0.0019,232,230,233,0.0019,0.1587,232,0.0046,NA,NA,NA,NA,NA,NA,0.4773,0.0051,192,0.7471,0.7703,0,0.3919,0,Bayes-M17-med
Luambo,Kasaï-Central,1,FALSE,0.0019,0.0014,0.0024,0.0018,242,240,243,0.0019,0.1527,242,0.0044,NA,NA,NA,NA,NA,NA,0.3769,0.0039,229,0.5347,0.5656,0,0.4073,0,Bayes-M17-med
Bipemba,Kasaï-Oriental,1,FALSE,0.0019,0.0014,0.0024,0.0019,240,238,241,0.0019,0.1535,240,0.0045,NA,NA,NA,NA,NA,NA,0.1544,0.0016,389,0.0618,0.2201,0,0.3359,0,Bayes-M17-med
Lubilanji,Kasaï-Oriental,1,FALSE,0.0019,0.0014,0.0024,0.0019,239,237,240,0.0019,0.1537,239,0.0045,NA,NA,NA,NA,NA,NA,0.1694,0.0017,376,0.0347,0.3398,0,0.3031,0,Bayes-M17-med
Muya,Kasaï-Oriental,1,FALSE,0.0019,0.0014,0.0024,0.0019,234,233,235,0.0019,0.1561,234,0.0045,NA,NA,NA,NA,NA,NA,0.2495,0.0026,308,0.0753,0.5888,0,0.334,0,Bayes-M17-med
Tshishimbi,Kasaï-Oriental,1,FALSE,0.0019,0.0014,0.0024,0.0019,241,239,242,0.0019,0.1534,241,0.0044,NA,NA,NA,NA,NA,NA,0.1742,0.0018,372,0.1795,0.2471,0,0.2703,0,Bayes-M17-med
Koshibanda,Kwilu,1,FALSE,0.0019,0.0014,0.0024,0.0019,233,232,234,0.0019,0.1574,233,0.0046,NA,NA,NA,NA,NA,NA,0.4913,0.0052,186,0.5193,0.6757,0,0.7703,0,Bayes-M17-med
Kalambayi Kabanga,Lomami,1,FALSE,0.0019,0.0014,0.0024,0.0019,237,236,238,0.0019,0.154,237,0.0045,NA,NA,NA,NA,NA,NA,0.3132,0.0032,262,0.4556,0.1602,0,0.6371,0,Bayes-M17-med
Omendjadi,Sankuru,1,FALSE,0.0019,0.0015,0.0025,0.0019,231,230,231,0.0019,0.1604,231,0.0047,NA,NA,NA,NA,NA,NA,0.4262,0.0046,214,0.5502,0.2317,0,0.9228,0,Bayes-M17-med
Ototo,Sankuru,1,FALSE,0.0019,0.0014,0.0024,0.0019,238,236,242,0.0019,0.1537,238,0.0045,NA,NA,NA,NA,NA,NA,0.4561,0.0047,208,0.5386,0.3629,0,0.9228,0,Bayes-M17-med
Libenge,Sud-Ubangi,1,FALSE,0.0019,0.0014,0.0024,0.0019,235,232,244,0.0019,0.1553,235,0.0045,NA,NA,NA,NA,NA,NA,0.3818,0.004,225,0.6293,0.3591,0,0.5386,0,Bayes-M17-med
Ankoro,Tanganyika,1,FALSE,0.0019,0.0014,0.0024,0.0019,236,235,237,0.0019,0.1549,236,0.0045,NA,NA,NA,NA,NA,NA,0.6047,0.0063,161,0.9266,0.8282,0,0.6641,0,Bayes-M17-med
Bili (Bas-Uele),Bas-Uele,1,FALSE,0.0018,0.0013,0.0023,0.0017,260,248,270,0.0018,0.1449,261,0.0042,NA,NA,NA,NA,NA,NA,0.6926,0.0067,146,0.9981,0.7992,0,0.973,0,Bayes-M17-med
Monga,Bas-Uele,1,FALSE,0.0018,0.0013,0.0023,0.0018,246,239,259,0.0018,0.1487,246,0.0043,NA,NA,NA,NA,NA,NA,0.7336,0.0073,136,0.9826,0.9672,0,0.9846,0,Bayes-M17-med
Basankusu,Equateur,1,FALSE,0.0018,0.0013,0.0023,0.0018,256,249,264,0.0018,0.1464,256,0.0042,NA,NA,NA,NA,NA,NA,0.6844,0.0067,148,0.9517,0.8629,0,0.9228,0,Bayes-M17-med
Bolomba,Equateur,1,FALSE,0.0018,0.0013,0.0023,0.0018,252,247,260,0.0018,0.1476,252,0.0043,NA,NA,NA,NA,NA,NA,0.6163,0.0061,164,0.9575,0.8533,0,0.6544,0,Bayes-M17-med
Kampemba,Haut-Katanga,1,FALSE,0.0018,0.0013,0.0023,0.0018,255,251,258,0.0018,0.1466,255,0.0043,NA,NA,NA,NA,NA,NA,0.0531,5e-4,450,0.0598,0.0367,0,0.1158,0,Bayes-M17-med
Kabondo Dianda,Haut-Lomami,1,FALSE,0.0018,0.0014,0.0023,0.0018,251,247,255,0.0018,0.1477,251,0.0043,NA,NA,NA,NA,NA,NA,0.4107,0.0041,220,0.5888,0.5714,0,0.4826,0,Bayes-M17-med
Tshikaji,Kasaï-Central,1,FALSE,0.0018,0.0014,0.0023,0.0018,247,246,254,0.0018,0.1485,247,0.0043,NA,NA,NA,NA,NA,NA,0.3195,0.0032,268,0.1873,0.5849,0,0.5058,0,Bayes-M17-med
Dibindi,Kasaï-Oriental,1,FALSE,0.0018,0.0014,0.0023,0.0018,244,243,251,0.0018,0.1502,244,0.0044,NA,NA,NA,NA,NA,NA,0.1617,0.0016,386,0.0386,0.2954,0,0.3127,0,Bayes-M17-med
Mpokolo,Kasaï-Oriental,1,FALSE,0.0018,0.0014,0.0023,0.0018,243,241,246,0.0018,0.1516,243,0.0044,NA,NA,NA,NA,NA,NA,0.2901,0.003,283,0.1255,0.6873,0,0.3475,0,Bayes-M17-med
Matadi,Kongo-Central,1,FALSE,0.0018,0.0013,0.0023,0.0018,253,250,257,0.0018,0.1468,253,0.0043,NA,NA,NA,NA,NA,NA,0.2939,0.0029,291,0.1564,0.944,0,0.0753,0,Bayes-M17-med
Ipamu,Kwilu,1,FALSE,0.0018,0.0014,0.0023,0.0018,250,247,253,0.0018,0.148,250,0.0043,NA,NA,NA,NA,NA,NA,0.5454,0.0054,179,0.4903,0.7683,0,0.9228,0,Bayes-M17-med
Kamana,Lomami,1,FALSE,0.0018,0.0014,0.0023,0.0018,245,245,252,0.0018,0.1491,245,0.0043,NA,NA,NA,NA,NA,NA,0.2944,0.0029,284,0.5309,0.0174,0,0.6293,0,Bayes-M17-med
Gbadolite,Nord-Ubangi,1,FALSE,0.0018,0.0013,0.0023,0.0018,258,250,267,0.0018,0.1459,259,0.0042,NA,NA,NA,NA,NA,NA,0.5183,0.0051,193,0.7915,0.9653,0,0.3166,0,Bayes-M17-med
Dikungu,Sankuru,1,FALSE,0.0018,0.0013,0.0023,0.0018,254,249,260,0.0018,0.1467,254,0.0043,NA,NA,NA,NA,NA,NA,0.3779,0.0037,233,0.4865,0.1409,0,0.8842,0,Bayes-M17-med
Minga,Sankuru,1,FALSE,0.0018,0.0013,0.0023,0.0018,259,251,261,0.0018,0.146,258,0.0042,NA,NA,NA,NA,NA,NA,0.5347,0.0052,183,0.7838,0.471,0,0.8842,0,Bayes-M17-med
Tshumbe,Sankuru,1,FALSE,0.0018,0.0013,0.0023,0.0018,257,250,260,0.0018,0.1462,257,0.0042,NA,NA,NA,NA,NA,NA,0.3907,0.0038,231,0.5444,0.1718,0,0.8465,0,Bayes-M17-med
Bogosenubea,Sud-Ubangi,1,FALSE,0.0018,0.0013,0.0023,0.0018,249,244,260,0.0018,0.1481,249,0.0043,NA,NA,NA,NA,NA,NA,0.4107,0.0041,218,0.4981,0.3031,0,0.8417,0,Bayes-M17-med
Basali,Tshopo,1,FALSE,0.0018,0.0013,0.0023,0.0017,261,254,262,0.0018,0.1452,260,0.0042,NA,NA,NA,NA,NA,NA,0.3779,0.0037,239,0.834,0.0251,0,0.6525,0,Bayes-M17-med
Mompono,Tshuapa,1,FALSE,0.0018,0.0013,0.0023,0.0018,248,244,255,0.0018,0.1484,248,0.0043,NA,NA,NA,NA,NA,NA,0.5598,0.0056,176,0.8089,0.6042,0,0.8263,0,Bayes-M17-med
Sakania,Haut-Katanga,1,FALSE,0.0017,0.0013,0.0022,0.0017,262,256,262,0.0017,0.1442,262,0.0042,NA,NA,NA,NA,NA,NA,0.2775,0.0027,307,0.7375,0.2355,0,0.1371,0,Bayes-M17-med
Mukanga,Haut-Lomami,1,FALSE,0.0017,0.0013,0.0022,0.0017,272,268,272,0.0017,0.1398,272,0.0041,NA,NA,NA,NA,NA,NA,0.4739,0.0044,215,0.6853,0.6911,0,0.5193,0,Bayes-M17-med
Kanzala,Kasaï,1,FALSE,0.0017,0.0013,0.0022,0.0017,267,266,269,0.0017,0.1411,267,0.0041,NA,NA,NA,NA,NA,NA,0.2046,0.0019,357,0.168,0.3127,0,0.3378,0,Bayes-M17-med
Dibaya,Kasaï-Central,1,FALSE,0.0017,0.0013,0.0022,0.0017,269,265,271,0.0017,0.1407,269,0.0041,NA,NA,NA,NA,NA,NA,0.3325,0.0031,270,0.3147,0.4479,0,0.5676,0,Bayes-M17-med
Ndekesha,Kasaï-Central,1,FALSE,0.0017,0.0013,0.0022,0.0017,263,258,265,0.0017,0.1432,263,0.0042,NA,NA,NA,NA,NA,NA,0.4059,0.0039,227,0.4768,0.4498,0,0.6969,0,Bayes-M17-med
Kansele,Kasaï-Oriental,1,FALSE,0.0017,0.0013,0.0022,0.0017,265,257,268,0.0017,0.1426,265,0.0041,NA,NA,NA,NA,NA,NA,0.2437,0.0023,330,0.0541,0.5965,0,0.3243,0,Bayes-M17-med
Kikwit Sud,Kwilu,1,FALSE,0.0017,0.0013,0.0021,0.0017,273,271,274,0.0017,0.1389,273,0.004,NA,NA,NA,NA,NA,NA,0.3282,0.0031,278,0.1313,0.7008,0,0.4807,0,Bayes-M17-med
Yasa Bonga,Kwilu,1,FALSE,0.0017,0.0013,0.0022,0.0017,271,269,271,0.0017,0.14,271,0.0041,NA,NA,NA,NA,NA,NA,0.4206,0.004,226,0.3031,0.5328,0,0.8465,0,Bayes-M17-med
Alunguli,Maniema,1,FALSE,0.0017,0.0013,0.0022,0.0017,264,254,266,0.0017,0.143,264,0.0041,NA,NA,NA,NA,NA,NA,0.3132,0.003,280,0.1737,0.195,0,0.8842,0,Bayes-M17-med
Ferekeni,Maniema,1,FALSE,0.0017,0.0013,0.0021,0.0017,274,272,275,0.0017,0.1372,274,0.004,NA,NA,NA,NA,NA,NA,0.3504,0.0032,264,0.7722,0.0425,0,0.5869,0,Bayes-M17-med
Bosobolo,Nord-Ubangi,1,FALSE,0.0017,0.0013,0.0022,0.0017,270,263,275,0.0017,0.1403,270,0.0041,NA,NA,NA,NA,NA,NA,0.7148,0.0067,147,0.9363,0.9459,0,0.9768,0,Bayes-M17-med
Lowa,Tshopo,1,FALSE,0.0017,0.0013,0.0022,0.0017,266,263,268,0.0017,0.142,266,0.0041,NA,NA,NA,NA,NA,NA,0.4073,0.0039,228,0.8938,0.0598,0,0.6757,0,Bayes-M17-med
Befale,Tshuapa,1,FALSE,0.0017,0.0013,0.0022,0.0017,268,263,273,0.0017,0.1407,268,0.0041,NA,NA,NA,NA,NA,NA,0.5145,0.0049,203,0.8822,0.4903,0,0.6853,0,Bayes-M17-med
Ruashi,Haut-Katanga,1,FALSE,0.0016,0.0012,0.002,0.0016,282,279,283,0.0016,0.1325,282,0.0038,NA,NA,NA,NA,NA,NA,0.0705,6e-4,447,0.0985,0.0637,0,0.1197,0,Bayes-M17-med
Ilebo,Kasaï,1,FALSE,0.0016,0.0012,0.0021,0.0016,277,276,279,0.0016,0.1341,277,0.0039,NA,NA,NA,NA,NA,NA,0.3142,0.0028,297,0.2162,0.6139,0,0.4266,0,Bayes-M17-med
Katende,Kasaï-Central,1,FALSE,0.0016,0.0012,0.0021,0.0016,278,277,281,0.0016,0.1335,278,0.0039,NA,NA,NA,NA,NA,NA,0.5154,0.0046,212,0.6525,0.6486,0,0.7606,0,Bayes-M17-med
Lukonga,Kasaï-Central,1,FALSE,0.0016,0.0012,0.002,0.0016,284,281,286,0.0016,0.1313,284,0.0038,NA,NA,NA,NA,NA,NA,0.3282,0.0029,292,0.2239,0.6429,0,0.4459,0,Bayes-M17-med
Tshibala,Kasaï-Central,1,FALSE,0.0016,0.0012,0.002,0.0016,287,284,287,0.0016,0.1291,287,0.0037,NA,NA,NA,NA,NA,NA,0.4218,0.0037,240,0.4266,0.5772,0,0.6834,0,Bayes-M17-med
Mukumbi,Kasaï-Oriental,1,FALSE,0.0016,0.0012,0.002,0.0016,280,278,284,0.0016,0.1327,280,0.0038,NA,NA,NA,NA,NA,NA,0.2249,0.002,351,0.2413,0.1892,0,0.4691,0,Bayes-M17-med
Kisantu,Kongo-Central,1,FALSE,0.0016,0.0012,0.002,0.0016,281,280,282,0.0016,0.1326,281,0.0038,NA,NA,NA,NA,NA,NA,0.418,0.0037,234,0.5039,0.9903,0,0.1776,0,Bayes-M17-med
Djuma,Kwilu,1,FALSE,0.0016,0.0012,0.002,0.0016,283,282,285,0.0016,0.1313,283,0.0038,NA,NA,NA,NA,NA,NA,0.5256,0.0046,211,0.4826,0.7355,0,0.8842,0,Bayes-M17-med
Boso Manzi,Mongala,1,FALSE,0.0016,0.0012,0.0021,0.0016,285,278,287,0.0016,0.1312,285,0.0038,NA,NA,NA,NA,NA,NA,0.3982,0.0035,248,0.5695,0.2278,0,0.7954,0,Bayes-M17-med
Abuzi,Nord-Ubangi,1,FALSE,0.0016,0.0012,0.0021,0.0016,286,278,288,0.0016,0.1311,286,0.0038,NA,NA,NA,NA,NA,NA,0.7153,0.0063,159,0.9846,0.9054,0,0.971,0,Bayes-M17-med
Bili (Nord-Ubangi),Nord-Ubangi,1,FALSE,0.0016,0.0012,0.0021,0.0016,279,276,285,0.0016,0.1329,279,0.0039,NA,NA,NA,NA,NA,NA,0.7075,0.0063,158,0.9247,0.9189,0,0.9865,0,Bayes-M17-med
Mobayi Mbongo,Nord-Ubangi,1,FALSE,0.0016,0.0012,0.0021,0.0016,275,273,283,0.0016,0.1355,275,0.0039,NA,NA,NA,NA,NA,NA,0.5458,0.005,199,0.9324,0.8166,0,0.4344,0,Bayes-M17-med
Kiambi,Tanganyika,1,FALSE,0.0016,0.0012,0.0021,0.0016,276,274,280,0.0016,0.1346,276,0.0039,NA,NA,NA,NA,NA,NA,0.5709,0.0052,188,0.9807,0.6834,0,0.6197,0,Bayes-M17-med
Kapolowe,Haut-Katanga,1,FALSE,0.0015,0.0011,0.0019,0.0015,299,296,299,0.0015,0.1202,299,0.0035,NA,NA,NA,NA,NA,NA,0.3026,0.0024,322,0.5579,0.444,0,0.2085,0,Bayes-M17-med
Kilwa,Haut-Katanga,1,FALSE,0.0015,0.0012,0.002,0.0015,288,286,290,0.0016,0.1278,288,0.0037,NA,NA,NA,NA,NA,NA,0.3764,0.0032,263,0.749,0.39,0,0.3668,0,Bayes-M17-med
Kisanga,Haut-Katanga,1,FALSE,0.0015,0.0011,0.0019,0.0015,297,294,298,0.0015,0.1213,297,0.0035,NA,NA,NA,NA,NA,NA,0.1081,9e-4,432,0.1293,0.2008,0,0.1023,0,Bayes-M17-med
Yangala,Kasaï-Central,1,FALSE,0.0015,0.0011,0.0019,0.0015,294,291,297,0.0015,0.1227,294,0.0036,NA,NA,NA,NA,NA,NA,0.348,0.0029,295,0.5927,0.2259,0,0.5734,0,Bayes-M17-med
Muanda,Kongo-Central,1,FALSE,0.0015,0.0011,0.0019,0.0015,292,291,294,0.0015,0.1236,292,0.0036,NA,NA,NA,NA,NA,NA,0.4093,0.0034,253,0.6371,1,0,0,0,Bayes-M17-med
Masi Manimba,Kwilu,1,FALSE,0.0015,0.0011,0.0019,0.0015,290,289,291,0.0015,0.1248,290,0.0036,NA,NA,NA,NA,NA,NA,0.4281,0.0036,243,0.332,0.4961,0,0.8842,0,Bayes-M17-med
Kalonda Est,Lomami,1,FALSE,0.0015,0.0011,0.0019,0.0015,293,290,296,0.0015,0.123,293,0.0036,NA,NA,NA,NA,NA,NA,0.3292,0.0027,304,0.5425,0.1506,0,0.6236,0,Bayes-M17-med
Wapinda,Nord-Ubangi,1,FALSE,0.0015,0.0011,0.002,0.0015,291,288,297,0.0015,0.1246,291,0.0036,NA,NA,NA,NA,NA,NA,0.6791,0.0057,173,0.9015,0.8398,0,0.9749,0,Bayes-M17-med
Wembo Nyama,Sankuru,1,FALSE,0.0015,0.0011,0.0018,0.0014,300,295,301,0.0015,0.1197,300,0.0035,NA,NA,NA,NA,NA,NA,0.4097,0.0033,259,0.5019,0.2143,0,0.9228,0,Bayes-M17-med
Boto,Sud-Ubangi,1,FALSE,0.0015,0.0011,0.0019,0.0015,298,295,305,0.0015,0.1205,298,0.0035,NA,NA,NA,NA,NA,NA,0.3596,0.0029,290,0.3282,0.5174,0,0.5927,0,Bayes-M17-med
Budjala,Sud-Ubangi,1,FALSE,0.0015,0.0011,0.0019,0.0015,295,292,302,0.0015,0.1219,295,0.0035,NA,NA,NA,NA,NA,NA,0.43,0.0035,246,0.5154,0.4035,0,0.8012,0,Bayes-M17-med
Kungu,Sud-Ubangi,1,FALSE,0.0015,0.0011,0.002,0.0015,289,289,293,0.0015,0.1252,289,0.0036,NA,NA,NA,NA,NA,NA,0.3711,0.0031,272,0.3745,0.3359,0,0.7741,0,Bayes-M17-med
Ndage,Sud-Ubangi,1,FALSE,0.0015,0.0011,0.0019,0.0015,296,293,303,0.0015,0.1218,296,0.0035,NA,NA,NA,NA,NA,NA,0.3533,0.0029,293,0.3996,0.2761,0,0.7375,0,Bayes-M17-med
Kambove,Haut-Katanga,1,FALSE,0.0014,0.0011,0.0018,0.0014,302,299,304,0.0014,0.1185,302,0.0034,NA,NA,NA,NA,NA,NA,0.306,0.0024,323,0.4247,0.6236,0,0.1757,0,Bayes-M17-med
Ndjoko Mpunda,Kasaï,1,FALSE,0.0014,0.001,0.0017,0.0013,313,311,313,0.0014,0.1115,313,0.0032,NA,NA,NA,NA,NA,NA,0.333,0.0025,319,0.3977,0.2915,0,0.6429,0,Bayes-M17-med
Kamonia,Kasaï,1,FALSE,0.0014,0.0011,0.0018,0.0014,308,306,310,0.0014,0.1157,308,0.0034,NA,NA,NA,NA,NA,NA,0.14,0.0011,417,0.3707,0.11,0,0.0792,0,Bayes-M17-med
Bandundu,Kwilu,1,FALSE,0.0014,0.001,0.0018,0.0014,311,309,311,0.0014,0.1133,311,0.0033,NA,NA,NA,NA,NA,NA,0.3364,0.0026,315,0.3436,0.751,0,0.251,0,Bayes-M17-med
Mokala,Kwilu,1,FALSE,0.0014,0.001,0.0017,0.0014,312,312,313,0.0014,0.1119,312,0.0032,NA,NA,NA,NA,NA,NA,0.5118,0.0038,230,0.4228,0.6718,0,0.9527,0,Bayes-M17-med
Kasaji,Lualaba,1,FALSE,0.0014,0.0011,0.0018,0.0014,303,300,304,0.0014,0.1184,303,0.0034,NA,NA,NA,NA,NA,NA,0.4648,0.0037,238,0.8552,0.4923,0,0.5116,0,Bayes-M17-med
Lualaba,Lualaba,1,FALSE,0.0014,0.0011,0.0018,0.0014,301,298,303,0.0014,0.1186,301,0.0034,NA,NA,NA,NA,NA,NA,0.1404,0.0011,414,0.3552,0.0347,0,0.1718,0,Bayes-M17-med
Pangi,Maniema,1,FALSE,0.0014,0.0011,0.0018,0.0014,306,304,308,0.0014,0.1167,306,0.0034,NA,NA,NA,NA,NA,NA,0.3316,0.0026,309,0.6081,0.056,0,0.6622,0,Bayes-M17-med
Loko,Nord-Ubangi,1,FALSE,0.0014,0.0011,0.0018,0.0014,307,302,310,0.0014,0.1163,307,0.0034,NA,NA,NA,NA,NA,NA,0.6535,0.0051,190,0.9402,0.9266,0,0.7471,0,Bayes-M17-med
Kole,Sankuru,1,FALSE,0.0014,0.001,0.0018,0.0014,309,308,310,0.0014,0.1147,309,0.0033,NA,NA,NA,NA,NA,NA,0.4802,0.0037,237,0.7761,0.2606,0,0.8842,0,Bayes-M17-med
Lusambo,Sankuru,1,FALSE,0.0014,0.0011,0.0018,0.0014,304,301,306,0.0014,0.1181,304,0.0034,NA,NA,NA,NA,NA,NA,0.4833,0.0038,232,0.6815,0.2992,0,0.9527,0,Bayes-M17-med
Bokonzi,Sud-Ubangi,1,FALSE,0.0014,0.0011,0.0018,0.0014,305,300,307,0.0014,0.1175,305,0.0034,NA,NA,NA,NA,NA,NA,0.236,0.0019,363,0.4305,0.083,0,0.4305,0,Bayes-M17-med
Bulu,Sud-Ubangi,1,FALSE,0.0014,0.001,0.0018,0.0014,310,307,314,0.0014,0.1143,310,0.0033,NA,NA,NA,NA,NA,NA,0.3147,0.0024,324,0.3649,0.1988,0,0.695,0,Bayes-M17-med
Pweto,Haut-Katanga,1,FALSE,0.0013,0.001,0.0017,0.0013,316,315,319,0.0013,0.1077,316,0.0031,NA,NA,NA,NA,NA,NA,0.3518,0.0025,316,0.7992,0.2587,0,0.3494,0,Bayes-M17-med
Kakenge,Kasaï,1,FALSE,0.0013,0.001,0.0016,0.0013,321,318,322,0.0013,0.1055,321,0.0031,NA,NA,NA,NA,NA,NA,0.4522,0.0032,265,0.5753,0.4788,0,0.7548,0,Bayes-M17-med
Mikope,Kasaï,1,FALSE,0.0013,0.001,0.0016,0.0013,323,320,323,0.0013,0.1046,323,0.003,NA,NA,NA,NA,NA,NA,0.3996,0.0028,300,0.6776,0.2703,0,0.6506,0,Bayes-M17-med
Muetshi,Kasaï-Central,1,FALSE,0.0013,0.001,0.0016,0.0013,319,317,320,0.0013,0.1062,319,0.0031,NA,NA,NA,NA,NA,NA,0.4792,0.0034,252,0.6158,0.5386,0,0.7625,0,Bayes-M17-med
Kimpese,Kongo-Central,1,FALSE,0.0013,0.001,0.0016,0.0013,322,319,322,0.0013,0.1051,322,0.003,NA,NA,NA,NA,NA,NA,0.4947,0.0035,251,0.7896,0.9768,0,0.2124,0,Bayes-M17-med
Makota,Lomami,1,FALSE,0.0013,0.001,0.0017,0.0013,314,312,314,0.0013,0.1108,314,0.0032,NA,NA,NA,NA,NA,NA,0.2587,0.0019,358,0.1023,0.3764,0,0.556,0,Bayes-M17-med
Boso Mondanda,Mongala,1,FALSE,0.0013,0.001,0.0016,0.0013,324,321,325,0.0013,0.1038,324,0.003,NA,NA,NA,NA,NA,NA,0.3716,0.0026,310,0.5869,0.1486,0,0.751,0,Bayes-M17-med
Businga,Nord-Ubangi,1,FALSE,0.0013,0.001,0.0017,0.0013,320,318,324,0.0013,0.1061,320,0.0031,NA,NA,NA,NA,NA,NA,0.6781,0.0048,204,0.9286,0.861,0,0.9228,0,Bayes-M17-med
Wasolo,Nord-Ubangi,1,FALSE,0.0013,0.001,0.0017,0.0013,318,315,325,0.0013,0.1064,318,0.0031,NA,NA,NA,NA,NA,NA,0.5709,0.0041,219,0.5541,0.7413,0,0.9884,0,Bayes-M17-med
Bena Dibele,Sankuru,1,FALSE,0.0013,0.001,0.0017,0.0013,315,315,316,0.0013,0.1087,315,0.0032,NA,NA,NA,NA,NA,NA,0.4093,0.003,282,0.6216,0.1564,0,0.8591,0,Bayes-M17-med
Monkoto,Tshuapa,1,FALSE,0.0013,0.001,0.0017,0.0013,317,316,322,0.0013,0.1068,317,0.0031,NA,NA,NA,NA,NA,NA,0.5598,0.004,223,0.9498,0.4054,0,0.8842,0,Bayes-M17-med
Ingende,Equateur,1,FALSE,0.0012,9e-4,0.0016,0.0012,327,324,330,0.0012,0.1017,327,0.0029,NA,NA,NA,NA,NA,NA,0.596,0.0041,221,0.9208,0.8571,0,0.6062,0,Bayes-M17-med
Kinkondja,Haut-Lomami,1,FALSE,0.0012,9e-4,0.0016,0.0012,325,323,326,0.0012,0.1026,325,0.003,NA,NA,NA,NA,NA,NA,0.4889,0.0034,257,0.7278,0.6274,0,0.6004,0,Bayes-M17-med
Bilomba,Kasaï-Central,1,FALSE,0.0012,9e-4,0.0015,0.0011,338,338,339,0.0012,0.0951,338,0.0028,NA,NA,NA,NA,NA,NA,0.4006,0.0026,314,0.3378,0.4421,0,0.8224,0,Bayes-M17-med
Katoka,Kasaï-Central,1,FALSE,0.0012,9e-4,0.0015,0.0012,329,328,331,0.0012,0.0989,329,0.0029,NA,NA,NA,NA,NA,NA,0.2645,0.0018,375,0.1216,0.473,0,0.4633,0,Bayes-M17-med
Tshikula,Kasaï-Central,1,FALSE,0.0012,9e-4,0.0016,0.0012,328,326,328,0.0012,0.1012,328,0.0029,NA,NA,NA,NA,NA,NA,0.3296,0.0022,335,0.3919,0.3185,0,0.6081,0,Bayes-M17-med
Boma,Kongo-Central,1,FALSE,0.0012,9e-4,0.0015,0.0012,337,337,337,0.0012,0.096,337,0.0028,NA,NA,NA,NA,NA,NA,0.2901,0.0019,362,0.1467,0.9247,0,0.0888,0,Bayes-M17-med
Lukula,Kongo-Central,1,FALSE,0.0012,9e-4,0.0016,0.0012,326,326,327,0.0012,0.1019,326,0.003,NA,NA,NA,NA,NA,NA,0.3933,0.0027,306,0.529,0.8745,0,0.1699,0,Bayes-M17-med
Boko Kivulu,Kongo-Central,1,FALSE,0.0012,9e-4,0.0015,0.0012,330,330,331,0.0012,0.0987,330,0.0029,NA,NA,NA,NA,NA,NA,0.4281,0.0028,296,0.5792,0.9324,0,0.2008,0,Bayes-M17-med
